Star Rating,Review Text
1,Frequent updates
1,Why you always updating your app?
5,
5,
2,This new app always ask to update whenever I open it.
2,
1,"It so buggy, it just brings me back to home screen whenever I open the app. Fix it please, until then my Rating to this app will remain 1 star."
2,Always updating
5,👍👍👍
4,:( Why i always update this app?
1,everyday update. Not data user friendly because of daily update it consumes my data fast.
5,Very useful apps.
5,good job
4,Good
5,
1,still error when updates done . i like the older one
5,
5,
1,The previous app was better. This one is not user friendly. The unnecessary features are annoying and overall scheme is frustrating.
4,smart and friendly user
5,
5,Very nice 👍👍 app
1,
4,
5,
5,
1,keeps crashing after the last update.. irritating
5,
5,Good
1,it keeps on crashing and it says u you need to update the app when I just updated it.
5,
1,Bring back the old version it easy to use
1,
5,
3,"Previous issue still persist sometimes. Now my location is overseas and I tried the roaming promo, Yes I was registered of the promo and how to check the data usage when it is not appearing the app?"
5,Fast and easy !
1,Update nanaman kaumay
5,
4,
1,Worst app
5,Amazing
5,
5,
5,
5,It was amazing for me! because of gigalife i can easily register my load by choosing what i want in the help of catagories in this app.
5,
1,Di gumagana mga BOBLAKS designer neto pota
1,Mas okay yung date! Eto lagi nagpapaupdate e di naman need ng update kaya need pa iuninstall bago magamit ulet! Hay nako. Bring back the old app!
5,
1,PURO UPDATE WALANG KWENTA
5,Ok
2,
5,
3,
5,Good app
5,
5,
5,
5,
1,Too much update
5,
3,"Bakit 80 pesos ko na load wala agad grabe naman kayo paki balik naman hnde po tama yan. (You do not have enough regular load balance to subscribe to this offer. Load now and try again. ) Good evening po, bakit naman po kayo ganya kapag alam nyo po my load kahit hnde expired load ko nag send agad kayo comfirmation na expire na para ano po mabawasan ni load ko my oras po ako ng mag register 6:59 bakit nag expire bg 5 fast palang ha sobra na ginagawa nyo ah pang ilan beses na po eto na gnagawa ski"
5,Nice :)🔥
5,
5,
4,Okie lang puro update
3,Dapat every update may libreng GB
5,The update is now smooth.Thankyou for the immediate response.its a 5 star for me.This app is really advisable especially for those who monitor their data usage.Its a really time data update.Thankyou developer.More power.Godbless.
1,Every day update
5,I luv it's so strong the net
3,
5,
5,
2,Nakakainis nung nakaraang araw ko lng sya inupdate tpos pg open ko ulit ng app.. need pang iupfate ulit😤😤
5,So wonderful
1,
5,Good apps
5,
5,This is GREAT! I have a nice time!
4,
3,
5,
1,Why this app need to update again and again?
5,
5,good
4,It's ok
5,
5,
1,Always updting...nxt update i have to unstall dis ap...
1,pa update ng pa update.. nakaka inis..
5,
2,"Everytime I open it, update is always come out... I dont like d new version...I still want d old once...."
5,5 stars po may sugest po ako pwede nyo poba i dagdag ang lahat nang nasa *123# nyo po
3,
5,
4,Nice
5,
5,Nice apps
5,Ok xa mganda
1,So bad
5,
3,PAHINGE SKIN LODSS
1,bakit araw araw update grabe naman. hindi naman ganito dati ito.
4,"The new update feature better than the past update. But I'm experiencing now that if you will open the application you need to sign up everytime, maybe fixing that would be great 😊"
1,Too many updates. Sucks. Just stick as data updater only. Stupid developers!
5,Absolute useful
5,
3,
5,
1,Update ng update awit
5,
1,Keep on updating!!!!! Fix this
5,In my place smart signal is not good.because very slow connection
5,
5,
1,
1,
1,Puro update lng alam nyo bulok naman yung update nyo kaka urat kayo
1,ano e2 daily update?
5,Its good
5,
1,
3,Good
1,
5,
4,
1,I like the smart app than this updated app.
2,
5,good
5,
1,it was pretty good before but when i updated this apps became worst.. I didn't like what's happening..Do i really have to keep updating it? though it doesn't work nice?
2,"The app is very smooth and gets better everytime. BUT, my concern is why is it always needed to be updated every single time. Whenever I opened it, it states that I need to update it AGAIN in order for me to use it. Damn."
5,Bading ka
4,I edited my review from 1 to 4 stars because you already removed your OTP okay thanks.
3,
1,
5,
2,Expecting another update in days forward because you keep telling my number is not valid wellplayed for making my data waste.
5,Awesome
5,nice apps.
5,
5,
1,"Keeps on taking me out of the app... I think its a glitch. .. My second time to redownload this app trying to fix . _-------- Edited: After a week of having it on my phone, 3 times it keeps on updating... Very frustrating kind of app but ofcourse no choice but to have it. Amazing right?😒"
5,
1,every update gets worse and worse
3,
5,Why does it keep updating?
1,Scaaaammmmmmm!!!!!!
1,good
5,
1,
1,
5,
1,
5,Okey lang siya.
5,
3,
5,We
1,
4,
1,Much better to use the old version. I don't like the girl in the background. Kindly change it to BLACKPINK LISA and you will get a lot of subscriber. Period.
1,Too many updates
1,Just updated it yesterday and for just 24 hours you're asking to update it again? Like what the?
5,hi mas ok sana kung nasasave yung number para di paulit ulit input thanks lalo na nasa pocket wifi yung sim. Update: 4 stars for now. The idea is to save the number in the app and ask only OTP once upon saving the number. should minimize all the resources and it will be convenient for users as well. update: 5 stars. hearing customers feedback is an A+ . kudos to the team fixed all the issues
1,Bakit puro update hayssss
1,
5,
5,
5,
3,Average
1,👎👎👎👎👎
3,"please change the smiling girl, shes kinda creepy. Whenever I opened the app I get distracted. Im sorry."
5,"Strong connection here in CBSUA Pasacao, Camarines Sur"
5,"It was good app, but I can't install right now,"
4,
3,
5,Useful
5,
3,
1,I already updated it but when I open the app (update now)is on the screen!
5,
1,
5,
5,The Apps keeps on updating every now and then... Kindah Annoying...
5,
5,
5,
2,Always updating. lol!
5,"just got checked *123# and learned that other promo is no longer available. Being responsive to reviews makes me change my rating. On the onset, monitoring of data usage is really helpful. Looking forward for reward system by smart ^_^ Thank You. Deserved more than 5 stars for your efforts smart."
2,
5,
5,
5,
2,"Kakaupdate ko lang ng app na to , kailangan nanaman ng update halos 2 to 3days palang nakakalipas 😔😔😔 Panay update hanap .."
5,Wow it's so cool my load is very fast this so good thanks you giga life everything is all right reserved for balance
1,none
3,Please bring back old app.
5,
1,
3,
4,
5,
5,
5,
1,Everyday update... hahaha
1,
5,
1,Frequent updating is irritable
1,"It was working the first time I installed it. Since then, there has been 2-3 updates all of which suck! I do appreciate that you listen to feedback but how about you try it first before launching so that you don't have to update every time!"
1,
1,Are you serious? I just updated this yesterday and now I'm required to update it again?
1,Every time I will open the app it needs to be updated. What the heck! Update everyday?
1,Poor connection. So I can't access the app easily.
1,
5,
5,
2,"I can register my Load Quickly . Thanks- this is my previous rate But now? I hate it a little bit. I like the old version. This version gives me head ache. It's getting worse. Hayst too much. - here we go again, I tried to do what you've said. I uninstall and re installed but when day passes. There a sign telling me to update it again when i opened the app. Like what the heck? Such a waste of data. I gave 5 star in the first place and now , I'm very disappointed"
5,
5,great
3,"This app is great, but please, minimize the number of times you update this app every month. It's starting to irritate me every time it asks you to update it first before you can use the app. I already updated it 3 times now for this first 2 weeks of the month of September, 2020. Thanks."
5,
5,
1,Mahina pa rin sagap
3,
3,
3,
2,"I like the older one, coz' when i open this app says update3x so disgusting 🙄🤔"
5,
5,Aus pang COD! Haha
5,
5,
5,Thanks for updating and it's working properly now here's 5star
4,"4 stars na dahil na improve na ang app. may palibre na data pa sa pag update, sana tuloy tuloy na sana to. ang internet speed nyo na lang ang dapat na ayosin pa... 2 stars lang dahil hindi nakaka download ng updated app kung walang data balance. Kung i defer man ang downloading, dapat gagana parin yong app. Hindi dapat naka charge sa subscriber ang data usage during updating. Sana maka pag inquire rin nang data at balance kahit wala nang data balance."
1,
2,"How many times does this want to be update? I've just updated these this past days and then I'll update it again, I'm starting to get irritated"
2,
5,no connection
5,
5,
5,
5,
2,Always updating 😔😔
3,
5,
5,
1,"Laging may update huh wala naman pinag bago mabagal parin naman yung signal nyo, yung signal nyo kaya bigyan nyo ng update try nyo"
5,
5,
5,
5,
5,Nice! The app is now much better compared before where you have do the OTP over and over again and the new interface I love it but I suggest though that you put a keep me login button so that users will not login over and over again everytime they open the app or put a fingerprint login option.
1,
5,
1,There's an update everyday.
5,
5,"its fine for me , smooth using my poco phone,"
5,
3,
1,
2,awesome
2,"Please, please, please stop forcing us to update the app every time a new update comes out. Do it once every 5 new updates or something. It's really annoying. What if I don't have a data connection to update the app and I wanted to open the app to register using the app because there's an exclusive promo that comes up? Stop doing this. Please."
3,
5,
3,"I love the app, but you keep updating it which make it close to annoying. The old version is much better."
5,Nice apps
5,
1,
1,wth is happening? this is the 4th time that I updated this app
1,
5,
2,Slow internet connection
5,
1,
1,It needs to be updated once in a while so you can continue using it like we dont have a choice but to update it
5,
1,"This up is useless unlike to the apps of globe telcom ,globe one all you need is in that apps but this up making only space in phone so i uninstall this app"
1,Poor service. Everything is stupid in this app. Useless.
4,
5,Nice app
1,It's a really crazy stuffy and pathetic app! All developers have to fire It doesn't work at all after updating. It consumes a lot of phone resources!!!
1,
5,good to use!
3,Ok
1,Why there's a lot of update????
5,Very nice and good
5,
5,"I kinda like this app now, since the last update I haven't experience any problems"
5,Feeling good
1,
3,
5,Nice
1,
3,Kakaupdate update nnmn wla nmn pinagkaiba paubos load lang
3,this has been around 3 rd or 4th time updating the app how many times do I need to update it? I like the older version it's much simpler
5,
5,
1,
1,"bad update.. i cant update it, then i tried uninstalling it then install it back but google play cant run it..."
3,Good for us
5,Very useful thank you!
5,
5,
2,
5,👍
5,
5,
5,ok
3,I just updated it last week now its forcing me to update again.
4,
5,This is helpful
5,Fast internet
3,
5,
2,
5,
2,I can't open this apps in my other cellphone unit.
2,App easily crashes like your internet connection very very slow.. Fix your app or internet the services that we pay for..
5,
5,Nananan
5,
3,I love everything except the FORCING OF UPDATE.
5,
5,
1,"Kailangan ba talaga laging may pa update? Sa halip na lagi akong mag update ng app nato, I prefer to uninstall it. 🙂. Walang kwentang application. Dami nyong katangahan smart, bat di nalang nyo ibaling ang gawain nyo sa pagpapalakas at pagpapabilis ng signal nyo hindi yung kung ano ano ginagawa ninyo katulad ng app natong isang malaking kalokohan.! Mas ok pa yung smart app."
4,Need more improvements
5,"Its working now, thankies Smart ✨✨"
5,
5,
5,Thanks for fixing the app...
4,Trying
2,"lagi nalang nag a update , kaka update lang , update nanaman ! mas ok p ung dati , ibalik nyo nalang !"
5,Good
5,
3,It's said I need to update but it's updated haha
3,The previous app is better its keep crashing ang going back to home screen
1,I just updated it recently and update again now? Is this a joke?
5,Perfect for using TNT & SMART transactions & services.
5,
4,Much better than the previous app
4,
5,
5,
1,
5,
5,
1,Every time I open this need to update all the time 😟😟
3,Turning the app to the way it is now is a big mistake. The update made things worse.
5,nice
5,
1,"Very frustrating that this app CANNOT be used/opened whenever there is an update pending. Why aren't promo purchases applied serially? If you purchase the same, or different, promos twice - they expire when your first promo ends. Rip off. There also needs to be a promo that's purely for data - without being tied into FB, YouTube etc. Also, why does service (speed) deteriorate when within 50mb of the limit? The same service quality should apply to every single mb that's purchased."
1,Just how often are you going to update this app? Been updating this for 2 days in a row.
3,
1,Shiz
5,
1,I cant open
5,
5,
5,
5,
5,Amazing
5,
5,
5,
5,
4,
5,Ganda puta
4,Bat may update Ng update
5,Awu
3,Always updating! I just recently updated the new version and this morning I have to update again! Fix this!
1,unli update?
1,
1,always update!
4,
5,Fast process
4,"Please add some loyalty reward, every we purchase load mag kaka points kame and that points can exchange some items and load and only available in this app para mas dumami pa ung user ng app na to"
5,
1,
3,
1,
5,Excellent
2,
1,The heck is wrong with this app it keeps updating every twice a week
5,
3,At least allow users to still use the app even if not yet updated. Don't limit users from using it just because they decided to delay the update for a bit.
5,
5,
2,Did not open since the update.
5,is there COC10?
5,Can you please send a notification message like maybe one hour before our Giga promo is about to expire so that we can share our shareable MB pa instead na masayang lang? It will be highly appreciated!
5,"It's workings good for now, thanks for the immediate action."
1,Too disturbing
5,You've make it easy to register in GIGA PROMOS THANKS a lot😊
5,"im satisfied, nice"
5,
5,
5,
5,
4,
4,
5,
5,
1,It always requires to update even though I already updated it.
5,
5,Useful
4,
5,
5,
5,
1,Awful update. They also changed the name so it was alarming to suddenly see an unfamiliar app on the home screen.
3,
1,Very disappointed with the update because it always need to update time to time on the Google Playstore. I can't register my load
1,"Always need to update, I don't like it."
5,
1,Bat bilis ng update ng app nato
3,Its Nice
5,
5,
4,Nice app😍
1,Puro update kainis
5,Nice
2,"Bwesit na app yan, okay na yung mga promo pero laging kelangan iupdate paepal."
1,
5,
4,
5,
5,
5,
5,
5,
5,😍
1,Stop Updating please
1,Puta kayo gago kayo tangina nyo pinahirapan nyo pa kami mag globe nalang ako
2,I like the old design and it is always updating
4,"The app was considerably good when the latest version of it was made available into the public, it comes with 50 mb free data to download the latest update as compensation for the lagging and crashing issues that literally disappoint most of Smart consumers."
2,"The reason why I installed GigaLife was to track my data usage because I need to spend it wisely. Your updates cost too much data especially when you update too often. I have no problem with the display and graphic design but please lessen the frequency of your updates, please."
5,
5,
5,
1,I hate it that it always askes me to update the app.. Wherein i dont see any significant feature on the GUI.
1,
5,
5,
5,
1,Naiinis nako tatlong beses ko natong pina update sa isang araw..
5,
5,
5,
5,
1,
1,Please change the colors
3,
5,
5,
4,I love this app
5,
4,
3,
1,
5,
5,Good job mga ka smart.. Please make this work in offline...
3,
1,everytime i open the app always update
1,every time na ioopen ko yung app lagi nalang may update! pag dating sa playstore wala namang update! dina magamit yung app niyo!😡 mas ayos pa yung old version!
1,Useless update....dont update
5,
5,
5,
5,So nice
5,
5,
5,Do your job!
5,
3,it's good and easy
5,Amazing❤️
5,Ano naman ang pangit
4,
1,"Since the update I've been force to reinstall it just to open the app. Smart App was the better version than the GigaLife. If I could rate zero stars, I will rate it zero stars. Im so disappointed for the update"
5,
5,Good
3,
4,
5,👍
1,Always updating
5,
5,
5,
3,
3,Slow connection
5,
5,Hopefully this is a good to me to use...tipid
5,Excellent
5,
5,Good job
2,
2,
1,Too many updates
5,
5,
5,
1,Everytime i open dmthe app daily it is asking for me to update it
5,
1,Not good update
5,
1,D sya nagagamit pag hindi mo inupdate
1,"Just updated the app after I open it woah it says ""update now"" like seriously? 😂👎 Worst update ever."
3,Ang hirap mag log-in daming pasikut-sikut......sana gawin nyo namang madali
5,👍
5,"This is so good, I enjoyed using this application"
1,
5,Amazing
5,
5,
5,
1,
5,
1,This is the worst. Everytime I open it needs updating. Do you update this app every hour? You cannot even open this if you wont update. The older version is better.
4,
5,
5,
1,Gosh damn it this app sucks this app every week are updating
1,"useless mag update, bagal mag respond ng app"
5,
3,Good
2,
4,
1,Not good always update
5,
5,ok
1,
5,
5,
5,
1,paki ayus po 808 pasaload dipo ako maka pasaload
1,It keeps on updating
5,
1,
5,
5,
5,
5,
5,
1,I can't use the app if I don't have data so I don't really know what's the purpose of this app so i uninstall it. I'm fine using *123# to register any promos. In addition your data offers are so expensive that's why I'm using Globe lately. Bring back the Giga Videos with 2GB everyday asap.
1,Can't login properly. It always says retry
5,
5,Nice sim is perfect to my online classes
5,Great app! Please add a data promo for zoom meetings app. Most of the students and teachers need it for the class.
5,
3,It would be better if we can still use the app withoud updating it first. 🙂
5,
5,"I like the app, modern design. Easy to understand. More reliable."
5,
5,
3,"If this app is not updated, it is rendered useless. There was a time, I was not registered on any promo and I need to register via this app, I cannot use it because it is not updated. I suggest that this app will still be usable even if it is not updated yet. I hope my comment will be useful to the update of the app."
1,"Sorry to say this but why change the older version to this if what we can only get from this is lag and a lot of loading, logging in, and it is time consuming. Not effieceint at all"
5,
5,
5,Nice
5,
4,
5,
5,
3,
1,updating as always. anu ba smart pakiayos naman tong app nyo
5,
1,Puro Update amputa
5,
5,
5,
5,
5,
1,
1,
1,"I just updated last day, and now update again its verry worst"
5,Gigagreat..
4,
5,Very usefull
5,
5,
5,
5,
3,
5,
2,
5,
1,
5,
2,previous app is better than the new one
5,
1,"its always updating, can't use it always, when i first download it it's so fine, i mean i can ise it properly, but when it updates, every time i wanna use it, it always ask to update first, and thats it, can't use it i i didn't update it, it always asking for an update, tsk!!!!"
1,
5,
5,
5,
5,
3,
2,A lot of updates
1,Why its always update so much more inconvenience and it so Slow
5,
5,
3,
5,
5,
5,
3,
1,"Just wondering the taste of Smart Dev team. Worst GUI design. I would failed my student if he pass this as a project. This is just for GiGa promo, no Gametime. Useless. I just use the *123# menu."
1,Can't open the app since the update.
1,low internet signal
1,"The new update sucks, why didn't you put a description on the new promo. I was like scammed it was just a normal giga video promo. You guys suck so hard, I'm so dissapointed in you"
1,i like it better before the update because it always require me to update it i last update it yesterday but there is another update what is this ? infinite update ?
5,
5,
1,Too much update waste of data usage
1,GAYSHIT
5,I love the giga promotion
5,Nice!
3,
1,why do we have to update everyday. gnon ba ka.incompetent ung mga app developer ninyo smart? dami nyo pera staff nyo tinitipid nyo.
5,
2,
2,
5,
5,
5,
5,Nice upgrade. Well done.
1,"I think, the older one is better than this new one,coz when i try to update, my phone start in trouble.so i better stop and not updating.... Thats it!😉"
4,
5,Good app
5,
5,GOOD! you guys fixed it! i installed it again app is now working fine next time before you updates make sure all the bugs are out its really inconvenient for us users even if its just a couple of days
5,
5,
5,
5,
5,
5,
5,
5,
5,
1,Why i cant open the app i uninstall the app and install it again but not work.
5,
1,Ayusin nyo signal nyo hina hina net nyo
5,
5,
1,It always prompt me to update. I already updated the app 5x.
5,
1,
4,
1,Panay update
5,
5,
5,
1,"Update after update but still the same , the updates are making this app worse"
5,So helpful
5,
5,
1,This is my 4th time i updated your system is a trash incompetent employees
1,Update kayo ng update sayang data
5,
5,
1,Its always updating and it's disgusting
5,"Edit: Thank you for listening! Im very satisfied with the new update, i dont know why most complain but its much more easy to maneuver through the app compared to the old one, keep up the good work smart team ^^"
1,From the start its a good app. But with resent update its sucks...
5,Xciting
5,
2,I thought they have free 1 GB so i installed it but they dont ugh... But i dunno if this app is good or what ....
3,
1,"Dear Devs, Why do you need to weekly update your app that like the last time I did a comment, from the first and second week of September and again for this week you required to have an update THRICE. FOR THE LOVE OF WASTED DATA WHO THE F REQUIRES AN UPDATE FOR THREE TIMES ON THREE WEEKS?? ARE YOUR DEVS THAT INCOMPETENT TO MAKE SO MUCH STUPID UPDATES THAT YOU NEED TO FK UP THREE TIMES FOR THREE CONSECUTIVE WEEKS?? FK STUPID."
3,"Kakapa update lang nung Sept.14, update na naman ngayon, Sept.16. Puro na lang update, wala namang bago."
1,"validation is always failed, everytime i try signing in"
5,update na naman.... kaka update ko lang kahapon.... update na naman 9/16/20
5,
5,
5,
1,Hindi lahat ng promo nakalagay.useless din to.ganun din kasi kung mag-reregester ako ng wala sa app.pupunta parin ako sa *123# so para saan tong app na to diba?
5,
1,Laging update ng update
5,salamat
5,
5,
5,Satisfied
5,
1,"Mabuti na yung hindi ginalaw yung dating apps. Meron pa kayong pa gigalife na nalalaman. Buhayin niyo muna yung mga signal niyong bulok, mabagal pa sa pagong. Hahhaha. As in #harshcomment. Yan 1 star sa inyo. Eastern visayas down yung smart signal niyo po bagal super"
2,My subscription expire on giga video..but when i check it i still have 1day to use that 1gb allowance but i cant play any video's😒😒😒
3,
3,"I don't know why there's not much information about compatibility or even android version information.. And the loading of the app is taking too long .. By the way ,, my Android version is 4.4"
5,
5,so nice
5,
5,
3,Too many updates. I thought we will receive free data when we install it.
3,It is easy-going loads
1,
1,
3,
4,I just wish that they would make a bundle of youtube tiktok and facebook
1,
4,"I can now register other offers without dialing *121# with this app, this app makes easy to register even my sim is on pocket wifi. Keep it up 💪. I also suggest that we can register to a promo without updating first the app because there are only two button update or cancel, when I cancel it the app closed and I can't register, how am I supposed to update the app if I can't register to a promo? Please make the app usable if we cancel the update. I will rate you 5 star thank you."
5,
4,"No doubt, I love the design of this app. It's friendly, clean, and beautiful. Can't say anything more but “good job Smart.”"
5,
5,good
5,
3,Kaka update palang update na naman
1,Reading reviews. . Likewise. .
1,
1,Very poor connection always update the app
1,I like the older one
3,laging ayaw mag open ng app.
5,Amazing!!
5,
5,
4,
5,Awsome
5,
1,Potaenang update yan.
2,Happy
1,"lol the promo i registered was a scam. it said ""free 1gb everyday"" and the first day, it had a free gb. but that was three days ago, since then, nothing came. y'all suck. i'd give it 0 stars if i could."
1,Too slow and updating every now and then
4,
5,
5,
4,
3,
3,
5,
5,
5,
5,
5,
5,
5,
5,
1,im registered to giga work and i was just using shopee app why is my shareable data being used instead of work anywhere data???????
1,Stop updating! It cost more mobile data and space
1,
1,
2,Too many updates.
1,
1,"This app always need an update version, very hassle app. We just want it to be efficient and nothing more."
1,it forces you to up date
5,
5,
4,
3,"Had it updated yesterday and now its asking me to updatep again. Also please if you can remove the log in everytime you will be opening the app just like what you have before. Its not convenient at all. I had my number verified already. Edit: I wrote this review sept 13 and today, it is seotember 16 10:55 pm. magtagalog na lang ako smart ha?! Anunaaaa? Kaka update ko lang update na naman? Pknangina naman! Nakakayamot na sobrang hassle. Parang araw araw ata kayo nag uupdate ah? Anong trip nyo??"
5,
4,
2,
5,Very convenient app! Kudos to the devs!
4,"It works fine for me after updating the new gigalife app. Other than the new cover, everything is fine."
1,kaka update lng update ulit
5,"this is a great apps, i give 5 star because i can help to check my balance, it's so easy.... im not ganna dial #123* for checking my data balance"
5,
3,"Well, the update is good but if you click the 'check usage', you can't enter at all or the screen will turn black or it will force stop. You have to log in again and again to see everything. Edit: same issue also and it's getting worse, the ""check usage"" button isn't working. We have to log in again. And I hate seeing faces of celebrities."
1,
3,Worst update at all...please fix ur app.
2,"everytime I open the app it keeps saying ""Update now"" how many times do I have to update the app."
5,
4,Still NO Face ID/Fingerprint support just like what they claim that they added to the update. It would be totally convenient if you add that to your Android app as well. It sucks that we still have to login with passwords everytime when biometrics like Fingerprints and Face ID are also a secure yet a more convenient way to do so.
4,Convenient way to pick your promo
1,
1,Update never stops
5,
5,
5,
5,
4,
5,
5,
5,
5,Good
1,"smart SORRY TO SAY pero CORRUPT KAYO. why? sobrang bilis maubos ang GIGA NYO na PROMO. Mahiya naman kayo sa balat nyo. NAG BUSINESS KAYO DITO SA PINAS, DI NAMAN MAAYOS SERVICE NYO. Sana paki ayos ang Service nyo PARA DI AKO MAGSUMBONG SA N.T.C. KAPAL NAMAN TALAGA NG MUKHA NYO. GRABE!"
2,
1,"hassle, always updating"
5,
1,
2,"It's says OTP is gone, all you need to do is log in, but what annoys me is that when i sign up i cannot put my password it said that i have to use a strong password. But everytime i put a password, i can't sign up because it says i don't any strong password. So i am dissappointed in this new update version."
5,
5,I love 💕
1,Sorry
5,
5,
5,Subrang ganda po gamitin tong app nato lalo na pag mag unli kana.. Mas pinaganda dito kisa mag dial kapa nang *123# at dun mag unli...
5,
5,
5,
1,"Napaka lag ping nyo lagi up and down hindi nag sstable mapa moba spike ping,fps drop,ms hindi nag sstable sa rpg games..ang mahal pa ng net tapos may cap pa.. Hindi po ako ng babash sinasabi kolang po yung totoo.. Mapa globe,tm.tnt,smart.malapit nanga kami sa tower alaws talaga mataas nga cignal pero ang bagal tlga..."
5,
5,Excellent
5,
5,
2,I like the smart app than this one coz it keeps on updating!!!!
5,
5,
5,
3,
4,
2,"When I open the app it say need to update, Everytime I used the app it notice again that need to update even if I updated it already. It's so annoying 🙄"
5,Love it
1,Much better the older version!
5,Very Convenient! Five thumbs up
5,Very good
5,
1,Much better is the old one. Please consider compatibility for devices on Android 4.
5,
5,
3,
5,GigaLife it so excellent for me
5,
5,
5,
5,
1,
4,
5,I love this app
5,
5,Verry good
5,
1,"The app keeps on crashing. I've already updated the app but everytime I open it, it would say I have to update it. Older version is way way better than this one."
5,
5,
2,
1,
1,
5,
5,
1,
5,
5,
5,Nice app good for everyone
1,always on update consuming lots of space in my memory 🙄
5,
5,Pengeng load ni rate ko nman pang online class lang pls po.
5,
5,
1,worst! everytime and then i need to update😡
1,
5,
5,
1,"I don't like the update, I prefer the old version."
2,Lagi nalang nag update
5,nice
5,
1,
5,
1,"Its stuck"" wag nyong i update app nyu pangit"" ayosin nyu nanan trabahu nyu"" gusto nyu ila update tapos pag na update na mag ha hung"""
5,
3,It was good. But please add some feature of creating a promo.
1,What a scam! Ayusin nyo offer smart ah! Asan na yun 1gb everyday sa gigavideo nyo?! Sana mawala na kayo!
5,This is a good app i wish it has free
3,It was good ☺️ few question gumagana ba to kahit walang load?
5,
4,
5,App Market does not have this app☜ (↼_↼)
3,
4,"This is absolutely works , sometime i have to use *123# to register my balances into internet. But sorry I have to give 4 stars. HEY DONT GIVE UP AT LEAST I GIVE YOU 4 STARS , KEEP UP THE GOOD WORK."
5,
3,
5,
5,
5,
5,
5,
5,
5,
4,Its very useful app thanks for this opportunity to make me easy to transact
4,"Its good,its helpful, But why 4stars? 1.I rarely give 5 stars (just saying) Im not here to criticize but im here to share a suggestion. -In Giga games or something,can you add like more games (like Rise of Kingdoms,Among us)rather than just COC,ML,COD. 😁"
5,
5,Ayos naman kaso parang wala namang pinagbago sa *123# . Bawas data pa to pag nag open ka ?
3,
2,
5,😊👍good
1,更新过后打开直接卡到退出
2,
1,
3,
4,
5,
3,
5,
3,"after updating, just says I'm not registered. can't even login now. i used this app for several months already."
4,
5,❤❤❤
5,
5,Badtrip lang yung sa sim na luma mismo. 3G parin sim ko e. Diko pa nacconvert sa 4g. Patay sindi yung data. Tapos 30kbps maximum speed kahit madaling araw. Maygad.
2,"Nanggigigil ako eh panomkung walang load pamg update nitong app ayup halus nga walang improvement yung app ka inis pa yung babae sa pic,"
5,
5,Ok
1,"I don't understand why your giga 99 does not have unlimited all net text while giga 50 does which is cheaper. Maybe you could offer something like 6gb open access data for php 99. I'm stuck with giga 99 that's olny 2gb and 1gb everyday video that i do not need. We need ""open access"" prepaid data not preset allocated data."
1,
5,Good
3,
1,
5,
1,"Could I give 0 star.? Well this app is keep on updating but nothing's improving. And the worst is, you can't use the app if you don't update."
4,
1,Bulokkkkkkkk alAaaaaaa kuwentaaaaaaaaaaa
1,
1,it keeps on crashing
5,This is so nice for smart users
5,
5,A Ok !
5,
5,
5,
1,Uninstall it! Thank me later 😌
5,Law ay paryas cmo
5,
1,"i couldnt understand why do i have to install this applicatiin if its more convenient to dial *123# . can u enlighten me? because i dont really need this app , but you made the *123# unavailable just to download this very unhelpful app. 😔😠"
4,"The app is good, easy to under stand and easy to use. However there's nothing much difference when you log in and use a quick view, so what's the purpose of log in?"
4,
5,
4,
1,can't use the app it says I need to update but I already updated
1,
5,
5,
5,
5,Excellent. . .
5,It's great
5,
1,Kakaupdate lang. Update na naman. Mas okay yung nakaraan. Wala ba kayong magawa? Saka tanggalin nyo na yung mga model nyo sa app! It's not pleasing at all. Hindi sya nakakadagdag ng functionality sa app na dapat yun ang focus nyo.
5,Beautiful
5,This app helps me monitor my usage of data. So helpful hope that this app will last
5,
3,
5,
5,Angass
5,
5,I'm happy for using smart network but im so sad to my phone because it's too old since 2000 im using smart net but i have an old phone till now hope someone give me a phone ☹️ thanks smaty
5,
5,I like this app.
5,
4,
1,Upgrade your services first.
5,
4,
1,Why can't we use it without updating? Esp. during emergency? Why have an app at all when *123# suffices?
5,
5,This very very good
5,
5,
1,
2,nice you can access the promo but the internet is so poor please fix your internet and why always update this apps every week has a update so annoying the service is the same
2,"Sana yung promo nyu is open access lahat ng data d yung my exclusive na mga apps what if d nman gumagamit ng apps na yun sayang ung ibang data na magamit sana sa open access.,same parin nman na makukuha yun sa data ng acccount kasi doon gnamit d yung malilimetahan yung open access, we want open all open acces ung lahat ng data magagamit sa lahat ng site"
1,Its kinda lagy i dont like lagys😒😒😒
5,
5,
5,
1,Very Slow ah!
5,Happy
4,
5,
1,ANG HINA BWESITT
5,
5,Legit
5,in the know
5,
2,"I hate the way they make the app more annoying, it really stupid that you need to update it every time you need to check your balance. Make this app stable"
3,
5,
5,
5,fast and reliable
5,
5,Simply amazing
1,
4,this app help me to download all my favorite apps and its not difficult i like it to use its so fast to download and it have a good signal for me. when i download this app im so excited to use it because its have a free mb to have me a chance to download it. im so thankful to this app to the owner of this app thank you for introducing this app to me. im sure it help you have a successful life and good life to you. and it have good influence to people i just want to say thankyou. and good healths
5,
5,Good
5,
2,
4,Fair
1,The past version of Smart app is better than the update version of the app
1,Puro update hina naman ng internet nyo
5,
5,Great
5,Wow
5,
4,
5,
5,
5,
